{'cname': '鑫启元（北京）建筑工程有限公司', 'corcode': '91110116MAC3M7A049', 'cid': '002212312027452284'}
{'cname': '北京万胜建筑装饰工程有限公司', 'corcode': '91110106MA04B6TB1A', 'cid': '002203112007283532'}
{'cname': '中腾华安（北京）建筑工程有限公司', 'corcode': '91110109MA7EW05842', 'cid': '002203112007283535'}
{'cname': '北京名匠世家装饰工程有限公司', 'corcode': '91110114MA7DXE6E29', 'cid': '002203032019279788'}
{'cname': '北京国龙晟世工程咨询有限公司', 'corcode': '91110115MA04G38U2R', 'cid': '002202172020273994'}
{'cname': '北京旭耀建筑工程有限公司', 'corcode': '91110115MA7DHW2R5X', 'cid': '002202172020273995'}
{'cname': '北京佳滕益宁建筑工程有限公司', 'corcode': '91110109MA04EQUW03', 'cid': '002201302018267563'}
{'cname': '中夏塑宁（北京）建设有限公司', 'corcode': '91110109MA04EYMXX7', 'cid': '002201302018267564'}
{'cname': '中奂（北京）建设有限公司', 'corcode': '91110109MA7C38PD4G', 'cid': '002201302018267567'}
{'cname': '北京鸿通恒远建筑工程有限公司', 'corcode': '91110117MA04F1YX1C', 'cid': '002203112007283110'}
{'cname': '北京鸿晟建业建筑工程有限公司', 'corcode': '91110117MA7FEA7A3D', 'cid': '002203112007283115'}
{'cname': '华富智科（北京）建设有限公司', 'corcode': '91110117MA02M9JE9L', 'cid': '002203112007283116'}
{'cname': '琢磨琢磨科技（北京）有限公司', 'corcode': '91110108MA005H561H', 'cid': '002202161542273431'}
{'cname': '金点点（北京）建筑工程有限公司', 'corcode': '91110111MA7HX7P468', 'cid': '002204212010306265'}
{'cname': '北京正信凯建设工程有限公司', 'corcode': '91110109MA7FRUU46F', 'cid': '002204212010306278'}
{'cname': '北京盛朴盈辉科技有限公司', 'corcode': '91110114696353823M', 'cid': '002204212010306266'}
{'cname': '北京中博正恒建设有限公司', 'corcode': '91110109MA7EURCE0G', 'cid': '002204032016296895'}
{'cname': '北京林龙坚衡建设有限公司', 'corcode': '91110111MA7GAMAL48', 'cid': '002204212010306268'}
{'cname': '前方在线（北京）科技有限公司', 'corcode': '91110106MA01X86N6M', 'cid': '002204212010306273'}
{'cname': '中元昊业（北京）建设有限公司', 'corcode': '91110109MA01R8XP16', 'cid': '002203022020279327'}
{'cname': '北京丰和智通科技有限公司', 'corcode': '91110109MA01R9FJ0M', 'cid': '002203022020279328'}
{'cname': '北京洪文源科技有限公司', 'corcode': '9111011458251537XD', 'cid': '002204092017299502'}
{'cname': '中博嘉旭（北京）建设有限公司', 'corcode': '91110109MA7EQNQ297', 'cid': '002204032016296896'}
{'cname': '北京华强振兴建设工程有限公司', 'corcode': '91110111MA7DRK0A56', 'cid': '002204032016296897'}
{'cname': '北京中晟卓远建设有限公司', 'corcode': '91110109MA7FPLC38D', 'cid': '002204032016296898'}
{'cname': '北京汉腾兴业建筑工程有限公司', 'corcode': '91110117MA04EU9T3C', 'cid': '002204032016296899'}
{'cname': '北京中益景鸿建筑有限公司', 'corcode': '91110117MA7FPWDBXQ', 'cid': '002204032016296900'}
{'cname': '北京嘉立宏伟建筑工程有限公司', 'corcode': '91110109MA7ER0FY37', 'cid': '002204032016296901'}
{'cname': '北京中恒建华建设工程有限公司', 'corcode': '91110109MA02B0NG63', 'cid': '002110081907193548'}
{'cname': '北京奥科瑞检测技术开发有限公司', 'corcode': '91110106749391322P', 'cid': '002110281915207250'}
{'cname': '中科富利装饰工程（北京）有限公司', 'corcode': '91110116MA04E29L1W', 'cid': '002110301909208216'}
{'cname': '北京翊辉建筑装饰工程有限公司', 'corcode': '91110117MA04D3RQ43', 'cid': '002110271912206096'}
{'cname': '华太智安（北京）技术有限公司', 'corcode': '91110109585875485B', 'cid': '002110121940197265'}
{'cname': '北京中安恒祥建筑工程集团有限公司', 'corcode': '91110112MA0180AJ0Y', 'cid': '002110271912206097'}
{'cname': '鑫盛明和（北京）建筑工程有限公司', 'corcode': '91110117MA04CA6A3G', 'cid': '002110271912206098'}
{'cname': '北京恒晟汇峰环保科技有限公司', 'corcode': '91110117MA04CAT830', 'cid': '002110271912206099'}
{'cname': '北京垚瑞建筑工程有限公司', 'corcode': '91110117MA04D4Q756', 'cid': '002110271912206100'}
{'cname': '北京尔玺建筑工程有限公司', 'corcode': '91110109MA04B5N43N', 'cid': '002109301907192385'}
{'cname': '北京华宇通达建筑工程有限公司', 'corcode': '91110114MA04CG624B', 'cid': '002110231910204708'}
{'cname': '北京天成拓达科技有限公司', 'corcode': '911101055808694228', 'cid': '002110131908197979'}
{'cname': '中星华建（北京）建设有限公司', 'corcode': '91110116MA020WDU4E', 'cid': '002110131908197986'}
{'cname': '中煜承泽（北京）建设有限公司', 'corcode': '91110116MA04BHY11M', 'cid': '002110131908197987'}
{'cname': '北京安久泰科技发展有限公司', 'corcode': '91110115MA04DRRFX9', 'cid': '002110231910204709'}
{'cname': '北京中润程建建筑工程有限公司', 'corcode': '91110111MA0217MQ6N', 'cid': '002105291335090424'}
{'cname': '北控清道夫（北京）城市环境服务有限公司', 'corcode': '91110114057359567A', 'cid': '002105291335090428'}
{'cname': '首冶智汇（北京）机电工程技术有限公司', 'corcode': '91110109MA01TRDQ5B', 'cid': '002105291335090427'}
{'cname': '北国恒建建设有限公司', 'corcode': '91110117MA020AER6L', 'cid': '002105291335086041'}
{'cname': '北京中友华盛建筑有限公司', 'corcode': '91110109MA01YW2B3X', 'cid': '002105291335085691'}
{'cname': '北京易晟建筑工程有限责任公司', 'corcode': '91110114MA01Y8T69A', 'cid': '002105291335085697'}
{'cname': '北京中天越铭建筑工程有限公司', 'corcode': '91110114L33853803G', 'cid': '002105291335085700'}
{'cname': '北京中恒华筑建设工程有限公司', 'corcode': '91110109MA020N0W33', 'cid': '002105291335085702'}
{'cname': '世纪兴华（北京）建设有限公司', 'corcode': '91110117MA01YLN079', 'cid': '002105291335086042'}
{'cname': '天工营造（北京）工程有限公司', 'corcode': '91110114MA01YMX383', 'cid': '002105291328055280'}
{'cname': '金捷利工程技术（北京）有限公司', 'corcode': '91110112MA01GB1P61', 'cid': '002105291335086378'}
{'cname': '北京鼎枫嘉泰建筑工程有限公司', 'corcode': '91110109MA01PXN6XU', 'cid': '002105291328065059'}
{'cname': '北京世源希达工程技术有限公司', 'corcode': '911101081020188428', 'cid': '002105291328064714'}
{'cname': '北京蓝白格建筑装饰设计有限公司', 'corcode': '91110117MA001Y0D1C', 'cid': '002105291335088038'}
{'cname': '北京浩冉建筑工程有限公司', 'corcode': '91110109MA01YCFW3M', 'cid': '002105291335090436'}
{'cname': '中威天业（北京）建设有限公司', 'corcode': '91110109MA01R8QJ8A', 'cid': '002203012018278610'}
{'cname': '北京大兴智慧城市科技有限公司', 'corcode': '91110115MA04GT090R', 'cid': '002203182008287842'}
{'cname': '北京中欣凯裕建设有限公司', 'corcode': '91110109MA7G3CP96R', 'cid': '002203182008287843'}
{'cname': '北京大招科技有限公司', 'corcode': '91110115MA7DAUAP6Y', 'cid': '002203182008287845'}
{'cname': '北京仁泰恒鑫科技有限公司', 'corcode': '91110115MA04H3KE3M', 'cid': '002203182008287846'}
{'cname': '北京灏君建筑工程有限公司', 'corcode': '91110109MA7FCBYN3H', 'cid': '002203182008287847'}
{'cname': '曼星航（北京）建筑工程有限公司', 'corcode': '91110114MA7EG99E6G', 'cid': '002203182008287854'}
{'cname': '北京中腾恒盛建筑工程有限公司', 'corcode': '91110109MA7D9T5NX4', 'cid': '002201302018268524'}
{'cname': '北京中瑞晟鑫建设有限公司', 'corcode': '91110109MA04DRGW90', 'cid': '002202242019276805'}
{'cname': '北京瑞宇建筑工程有限公司', 'corcode': '91110109MA7F72W944', 'cid': '002202242019276806'}
{'cname': '北京浩源宏祥建筑工程有限公司', 'corcode': '91110117MA7H3CU48N', 'cid': '002201302018268508'}
{'cname': '北京莱诺建设有限公司', 'corcode': '91110109MA7EG26621', 'cid': '002201302018268525'}
{'cname': '北京锦泰欣华工程有限公司', 'corcode': '91110111MA7CCP0UXP', 'cid': '002202112050271536'}
{'cname': '北京中筑盛安建设有限公司', 'corcode': '91110109MA04GB1E9E', 'cid': '002201302018268522'}
{'cname': '北京华策建设有限公司', 'corcode': '91110109MA04GAYK5L', 'cid': '002201302018268523'}
{'cname': '北京岩润管道安装有限公司', 'corcode': '911101075620711930', 'cid': '002105291240527906'}
{'cname': '北京市金房科技工程实业公司', 'corcode': '91110105101708315T', 'cid': '002105291240526936'}
{'cname': '北京东胜旭辉建筑劳务有限公司', 'corcode': '91110109MA00B6CU5Q', 'cid': '002105291240526764'}
{'cname': '北京源创绿建筑装饰有限公司', 'corcode': '911101065877106412', 'cid': '002105291240526924'}
{'cname': '北京核成工程技术有限公司', 'corcode': '91110111MA008KGE18', 'cid': '002105291240526767'}
{'cname': '北京龙福顺通建筑装饰工程有限公司', 'corcode': '911101086812457580', 'cid': '002105291240526769'}
{'cname': '北京中基保盛建筑工程有限公司', 'corcode': '91110115306504471D', 'cid': '002105291240526937'}
{'cname': '北京众扩装饰工程有限公司', 'corcode': '9111011705922966X2', 'cid': '002105291240498374'}
{'cname': '北京筑元天工建筑装饰工程有限公司', 'corcode': '91110111582586661Q', 'cid': '002105291240498551'}
{'cname': '奥福能源股份有限公司', 'corcode': '9111000056214134XP', 'cid': '002105291240498392'}
{'cname': '北京台湖建筑有限公司', 'corcode': '9111011210246667XY', 'cid': '002105291240498393'}
{'cname': '北京全有伟业设备安装工程有限公司', 'corcode': '911101061022619490', 'cid': '002105291240498394'}
{'cname': '北京钱江建设工程有限公司', 'corcode': '91110116MA003MWA91', 'cid': '002105291240498541'}
{'cname': '北京文质建筑有限公司', 'corcode': '911101135657876484', 'cid': '002105291240498534'}
{'cname': '北京鼎盛华科技有限公司', 'corcode': '91110109MA00A6YW6B', 'cid': '002105291240526951'}
{'cname': '北京华伟隆盛工程有限公司', 'corcode': '91110117MA01TXCG3N', 'cid': '002105291328032377'}
{'cname': '北京中实汇泽安全工程技术有限公司', 'corcode': '9111010877198962XF', 'cid': '002105291328037825'}
{'cname': '东仝（北京）建设工程有限公司', 'corcode': '91110117MA01YLTX5P', 'cid': '002105291328037501'}
{'cname': '国联信科（北京）工程有限公司', 'corcode': '91110117MA01YFQR0L', 'cid': '002105291328037502'}
{'cname': '北京慧普环境保护技术有限公司', 'corcode': '91110302318288593C', 'cid': '002105291328047394'}
{'cname': '威森空间（北京）建筑装饰装修工程有限责任公司', 'corcode': '91110113MA00BAHC0U', 'cid': '002105291328051911'}
{'cname': '中企建业（北京）建设工程有限公司', 'corcode': '91110109MA01Y2P59M', 'cid': '002105291328034120'}
{'cname': '北京人义合工程有限公司', 'corcode': '911101127754674315', 'cid': '002105291328047398'}
{'cname': '北京博艺润佳建设工程有限公司', 'corcode': '91110112MA01D3082E', 'cid': '002105291328034463'}
{'cname': '北京筑馨家建筑工程有限公司', 'corcode': '9111011707663240XH', 'cid': '002105291328047399'}
{'cname': '北京昶军媛建筑工程有限公司', 'corcode': '91110113MA01J9276M', 'cid': '002105291328034470'}
{'cname': '中联智工（北京）工程有限公司', 'corcode': '91110117MA01YKBB82', 'cid': '002105291328037519'}
{'cname': '北京万泽新达建筑工程有限公司', 'corcode': '91110109MA020ER76T', 'cid': '002105291328030677'}
{'cname': '北京钰海建筑工程有限公司', 'corcode': '91110109MA01YCFK5J', 'cid': '002105291328030678'}
{'cname': '双德建设集团有限公司', 'corcode': '91110109MA01YKN8XU', 'cid': '002105291328032381'}
{'cname': '北京博宇通达科技有限公司', 'corcode': '911101067802270530', 'cid': '002207302020361611'}
{'cname': '中云信智控股集团有限公司', 'corcode': '91110105MA7C1EPW55', 'cid': '002207302020361617'}
{'cname': '国环嘉华（北京）建设有限公司', 'corcode': '91110109MA7KLPYK04', 'cid': '002207302020361618'}
{'cname': '北京丰康科技有限公司', 'corcode': '91110106MA7FGKWH8X', 'cid': '002205262022324011'}
{'cname': '天恒安迅（北京）科技有限公司', 'corcode': '91110106MA7GGXKX95', 'cid': '002205262022324012'}
{'cname': '中海安祥（北京）建设有限公司', 'corcode': '91110109MA04G1270Q', 'cid': '002206172012335363'}
{'cname': '北京中凯海纳建筑工程有限公司', 'corcode': '91110109MA7LBU9AX7', 'cid': '002206172012335364'}
{'cname': '北京中顺凯达建筑工程有限公司', 'corcode': '91110109MA7JX3TF22', 'cid': '002206172012335365'}
{'cname': '北京希安科电子系统工程有限责任公司', 'corcode': '91110101700168031J', 'cid': '002205272023324746'}
{'cname': '北京彩地建设工程有限公司', 'corcode': '91110109MA7JT4FM1N', 'cid': '002205312010326577'}
{'cname': '中研华睿建设工程（北京）集团有限公司', 'corcode': '911101057433229403', 'cid': '002206162012334663'}
{'cname': '北京华兴昌泰建筑工程有限公司', 'corcode': '91110114MA7KN84T8T', 'cid': '002206162012334664'}
{'cname': '华盛云端（北京）工程管理有限公司', 'corcode': '91110105MA01MGAF8Q', 'cid': '002205172011318903'}
{'cname': '北京方润建筑装饰工程有限公司', 'corcode': '91110112MA7K4DY95F', 'cid': '002205252013323283'}
{'cname': '中硕耀扬（北京）工程咨询有限公司', 'corcode': '91110106MA7FTX7T36', 'cid': '002205262022324017'}
{'cname': '北京中晟腾达建筑工程有限公司', 'corcode': '91110109MA01RG6U2L', 'cid': '002105291313932813'}
{'cname': '国泰恒安建设集团有限公司', 'corcode': '91110109MA01BABT28', 'cid': '002105291313933168'}
{'cname': '中铁十六局集团北京建功机械有限公司', 'corcode': '91110228MA00EM601P', 'cid': '002105291313932821'}
{'cname': '北京鸿影建声科技有限公司', 'corcode': '91110112MA01B0BF0Q', 'cid': '002105291313933175'}
{'cname': '北京华创众诚创新科技有限公司', 'corcode': '91110111MA01TQM23G', 'cid': '002105291313939435'}
{'cname': '安泰鼎盛（北京）建设工程有限公司', 'corcode': '91110109MA01B99P4Q', 'cid': '002105291313933170'}
{'cname': '北京福猫伟业市政工程有限公司', 'corcode': '91110112335551381E', 'cid': '002105291313935607'}
{'cname': '中能宏顺（北京）建设有限公司', 'corcode': '91110109MA01R5WE74', 'cid': '002105291313923605'}
{'cname': '阿美科工程咨询（北京）有限公司', 'corcode': '91110105MA00CY7186', 'cid': '002105291313924651'}
{'cname': '北京力达安生科技有限责任公司', 'corcode': '91110106MA001NDX8L', 'cid': '002105291313924986'}
{'cname': '中积兴业建设集团有限公司', 'corcode': '91110115670586645R', 'cid': '002105291313924988'}
{'cname': '北京纳川建设工程有限公司', 'corcode': '91110109MA01WLFC3F', 'cid': '002105291313935608'}
{'cname': '北京洋信建筑工程有限公司', 'corcode': '91110111MA01CG1K7N', 'cid': '002105291313924990'}
{'cname': '北京市泉众万源装饰工程有限公司', 'corcode': '91110114669136970L', 'cid': '002105291313924996'}
{'cname': '北京浩海永兴建设工程有限公司', 'corcode': '91110109MA018D496R', 'cid': '002105291313935956'}
{'cname': '北京机施新源建设有限公司', 'corcode': '911101020673119116', 'cid': '002105291335084618'}
{'cname': '北京富华鑫晟路桥建设有限公司', 'corcode': '91110115736468562H', 'cid': '002105291336092382'}
