{'cname': '北京中天远建筑工程有限公司', 'corcode': '91110109MA019HWA91', 'cid': '002105291241581606'}
{'cname': '北京通元建设工程有限公司', 'corcode': '91110228MA01UUKQ33', 'cid': '002105291313948776'}
{'cname': '华思特（北京）电力工程有限公司', 'corcode': '91110117553115406M', 'cid': '002105291336094631'}
{'cname': '北京信远博源建设工程有限责任公司', 'corcode': '91110117080548980R', 'cid': '002105291336094967'}
{'cname': '北京中海盛创建设工程有限公司', 'corcode': '91110111MA0209X466', 'cid': '002105291336094981'}
{'cname': '中创恒（北京）工程设计有限公司', 'corcode': '91110228MA00FLX49P', 'cid': '002105291335090818'}
{'cname': '北京易通顺建筑工程有限公司', 'corcode': '91110113MA01CPDF76', 'cid': '002105291335090834'}
{'cname': '北京华兴至鼎通信有限公司', 'corcode': '91110111MA01WT7X64', 'cid': '002105291328065095'}
{'cname': '北京盛鑫开元科技有限公司', 'corcode': '911101083397873324', 'cid': '002105291328057058'}
{'cname': '北京中熙领航建设有限公司', 'corcode': '91110111MA0218HL63', 'cid': '002105291336093263'}
{'cname': '中环富通（北京）建设工程有限公司', 'corcode': '91110109MA01TF7Q4X', 'cid': '002105291328052210'}
{'cname': '北京钧为建筑工程有限公司', 'corcode': '91110111MA01T0R32P', 'cid': '002105291328052215'}
{'cname': '北京辰鉴建筑工程有限公司', 'corcode': '91110109MA01YPXW3L', 'cid': '002105291328066859'}
{'cname': '北京鑫泽恒通装饰有限公司', 'corcode': '91110109MA01TJ075D', 'cid': '002105291328067186'}
{'cname': '北京中元泓业建设有限公司', 'corcode': '91110109MA01X421XY', 'cid': '002105291328067190'}
{'cname': '中捷创驰（北京）建筑工程有限公司', 'corcode': '91110109MA01WTCH7B', 'cid': '002105291328067191'}
{'cname': '中益百永（北京）建设有限公司', 'corcode': '91110109MA01TQ9A62', 'cid': '002105291328067192'}
{'cname': '北京天运兴机械工程有限公司', 'corcode': '91110114563645822W', 'cid': '002105291306888745'}
{'cname': '澜途集团有限公司', 'corcode': '91110112335477070H', 'cid': '002105291306889785'}
{'cname': '北京润禾建设工程有限公司', 'corcode': '91110109MA019J9G7C', 'cid': '002105291306890848'}
{'cname': '北京鑫合永泰建筑工程有限公司', 'corcode': '91110111MA008GT17G', 'cid': '002105291306887354'}
{'cname': '中富瑞邦（北京）建筑工程有限公司', 'corcode': '91110109MA01KR5378', 'cid': '002105291305868724'}
{'cname': '中海万家（北京）建设有限公司', 'corcode': '91110109MA01RA8A5C', 'cid': '002105291306891545'}
{'cname': '北京卓匠建筑工程有限公司', 'corcode': '91110109MA01R5D601', 'cid': '002105291306891548'}
{'cname': '北京建智达工程管理股份有限公司', 'corcode': '91110116634382071B', 'cid': '002105291306888401'}
{'cname': '中弘泰（北京）建设工程有限公司', 'corcode': '91110109MA01HNDE06', 'cid': '002105291305866969'}
{'cname': '北京通航建筑安装工程有限公司', 'corcode': '9111011733548908XT', 'cid': '002105291306888755'}
{'cname': '北京云安建筑工程有限公司', 'corcode': '91110228MA00DHAQ0F', 'cid': '002105291306888759'}
{'cname': '北京长顺源水利工程有限公司', 'corcode': '91110111MA01J2541L', 'cid': '002105291305866309'}
{'cname': '北京恒安基业建筑安装工程有限公司', 'corcode': '91110109MA00B3HW5G', 'cid': '002105291306890876'}
{'cname': '北京吉筑装饰工程有限公司', 'corcode': '911101055694722998', 'cid': '002105291305867002'}
{'cname': '北京科安达消防工程有限公司', 'corcode': '911101016343574906', 'cid': '002105291305867004'}
{'cname': '北京世和百致装饰工程有限公司', 'corcode': '91110105059289080A', 'cid': '002105291242634024'}
{'cname': '北京永舜工程设计有限公司', 'corcode': '91110109MA02049X7H', 'cid': '002111191915221055'}
{'cname': '北京北华中清环境工程技术有限公司', 'corcode': '91110105098529550Y', 'cid': '002105291242631575'}
{'cname': '北京广阔展览展示有限公司', 'corcode': '91110105573243288U', 'cid': '002105291242631577'}
{'cname': '北京麦乐达建筑工程有限公司', 'corcode': '91110109MA01FFDF6P', 'cid': '002105291248664767'}
{'cname': '北京中科国润环保科技有限公司', 'corcode': '91110108569524423F', 'cid': '002105291248665458'}
{'cname': '北京京华嘉典建筑工程有限公司', 'corcode': '911101127967207744', 'cid': '002105291242632626'}
{'cname': '北京福跃天成市政工程有限公司', 'corcode': '911101060556267055', 'cid': '002105291242632627'}
{'cname': '北京大运伟业防水工程有限公司', 'corcode': '91110112787783941B', 'cid': '002105291242632971'}
{'cname': '北京亿达亚安建筑工程有限公司', 'corcode': '91110106760942869A', 'cid': '002105291242632972'}
{'cname': '北京俊祥装饰有限公司', 'corcode': '91110109MA01GQ0F90', 'cid': '002105291248666876'}
{'cname': '北京国泰建工建设发展有限公司', 'corcode': '91110109MA005DH67R', 'cid': '002105291242632986'}
{'cname': '北京沃土生物工程技术有限公司', 'corcode': '911101085531443388', 'cid': '002105291242633327'}
{'cname': '北京鼎全建设工程有限公司', 'corcode': '91110113MA00HAH213', 'cid': '002105291242633332'}
{'cname': '北京经纬达建设工程有限公司', 'corcode': '911101113064163673', 'cid': '002105291248667236'}
{'cname': '北京陇尚园林绿化工程有限公司', 'corcode': '91110228MA018XA72N', 'cid': '002106101902109061'}
{'cname': '北京恒昌永泰科技有限公司', 'corcode': '91110114069564090J', 'cid': '002105291254737084'}
{'cname': '北京锦秀建设集团有限公司', 'corcode': '91110111MA01M7AL20', 'cid': '002105291254742015'}
{'cname': '北京德成鼎荣建筑工程有限公司', 'corcode': '91110115MA01LQK51D', 'cid': '002105291254739243'}
{'cname': '北京中恒永安建筑工程有限公司', 'corcode': '91110117MA7EYPAY8R', 'cid': '002203262009291999'}
{'cname': '中国中安消防安全工程有限公司', 'corcode': '91110108100007373N', 'cid': '002105291239452493'}
{'cname': '北京恒业世纪科技股份有限公司', 'corcode': '911101086337025983', 'cid': '002105291242645213'}
{'cname': '北京奥顺利达装饰设计工程有限公司', 'corcode': '91110105796740337X', 'cid': '002106231905119560'}
{'cname': '北京中天鼎工程技术有限公司', 'corcode': '91110114MA00ERMM7K', 'cid': '002107011915129083'}
{'cname': '辉宏诚达机电科技（北京）有限公司', 'corcode': '91110108MA006F203R', 'cid': '002107011915129084'}
{'cname': '中宜通信服务有限公司', 'corcode': '91110109MA0209476F', 'cid': '002106231905119561'}
{'cname': '北京中晟恒坤环境科技有限公司', 'corcode': '91110117MA020W0223', 'cid': '002106161904112274'}
{'cname': '北京宏顺嘉泰建设有限公司', 'corcode': '91110117MA020TJD5F', 'cid': '002106161904112275'}
{'cname': '逸杰（北京）装饰设计工程有限公司', 'corcode': '91110117MA02024420', 'cid': '002106161904112276'}
{'cname': '北京盛久亿市政工程有限公司', 'corcode': '91110117MA01JHPH6T', 'cid': '002106161904112277'}
{'cname': '北京比邻建筑装饰有限公司', 'corcode': '91110117MA04BQKQ10', 'cid': '002111161910218294'}
{'cname': '北京天辉禹建建筑有限公司', 'corcode': '91110117MA02A31F0Q', 'cid': '002109301907192417'}
{'cname': '中征华彩（北京）建筑有限公司', 'corcode': '91110117MA029QH23F', 'cid': '002109301907192418'}
{'cname': '北京神龙盛业幕墙工程有限公司', 'corcode': '91110118MA04DBCF0U', 'cid': '002110131908198027'}
{'cname': '北京印筑建设工程有限公司', 'corcode': '911101125732428248', 'cid': '002111121911216168'}
{'cname': '北京世纪永兴展览展示有限公司', 'corcode': '911101137552722740', 'cid': '002111121911216169'}
{'cname': '北京华道兴科技有限公司', 'corcode': '911101075636091359', 'cid': '002110131908198028'}
{'cname': '北京兴创东方建设有限公司', 'corcode': '91110115MA04CXUL91', 'cid': '002110131908198029'}
{'cname': '北京君天科技有限公司', 'corcode': '91110109MA02AQL91N', 'cid': '002110131908198030'}
{'cname': '北京安峰建筑工程有限公司', 'corcode': '91110109MA02B0NY38', 'cid': '002110131908198031'}
{'cname': '北京链艺兴建筑工程有限公司', 'corcode': '91110115MA04D0G46Y', 'cid': '002110131908198032'}
{'cname': '北京雨中王建筑工程有限公司', 'corcode': '91110117MA04EEKQ5B', 'cid': '002110131908198033'}
{'cname': '乐装（北京）装饰工程有限公司', 'corcode': '91110111MA01J59C06', 'cid': '002110131908198034'}
{'cname': '北京中科宏正建设有限公司', 'corcode': '91110109MA04CJHU1H', 'cid': '002110131908198035'}
{'cname': '硕通格（北京）建筑有限公司', 'corcode': '91110117MA04BREJ9D', 'cid': '002111161910218303'}
{'cname': '北京京安兴业建设工程有限公司', 'corcode': '91110117MA01Q6MB68', 'cid': '002105291258795775'}
{'cname': '北京正融建筑工程有限责任公司', 'corcode': '91110111MA01AJXY2G', 'cid': '002105291258808727'}
{'cname': '北京中恒正华建筑工程有限公司', 'corcode': '91110109MA01R97R5Y', 'cid': '002105291258804210'}
{'cname': '北京盛京建设发展有限公司', 'corcode': '91110112MA01ARTQ3D', 'cid': '002105291258806987'}
{'cname': '中鼎荣盛（北京）建筑有限公司', 'corcode': '91110113MA01N16D05', 'cid': '002105291258794781'}
{'cname': '中泰华昱（北京）建设工程有限公司', 'corcode': '91110109MA01P91B5Y', 'cid': '002105291258794783'}
{'cname': '百办（北京）建设工程集团有限公司', 'corcode': '91110109MA01M92487', 'cid': '002105291258794789'}
{'cname': '中邦基业（北京）建筑装饰工程有限公司', 'corcode': '91110117MA01QXMMX0', 'cid': '002105291258794105'}
{'cname': '北京宏泰盛强金属装饰有限公司', 'corcode': '91110106593895611W', 'cid': '002105291258794106'}
{'cname': '北京凯丰市政工程有限公司', 'corcode': '91110111MA01QEXU30', 'cid': '002105291258794107'}
{'cname': '北京华达兴业工程技术有限公司', 'corcode': '91110111MA01QRED9E', 'cid': '002105291258794113'}
{'cname': '北京唐门建筑工程有限公司', 'corcode': '91110109MA01QA2XXG', 'cid': '002105291258794798'}
{'cname': '北京冀建科技有限公司', 'corcode': '91110111MA01GK5YXH', 'cid': '002105291258794114'}
{'cname': '中安长城（北京）建设工程有限公司', 'corcode': '91110109MA01Q6NG37', 'cid': '002105291258804216'}
{'cname': '北京新兴建业建设工程有限公司', 'corcode': '91110111MA01QT6X7J', 'cid': '002105291258794115'}
{'cname': '北京丰美住业建设工程有限公司', 'corcode': '91110114MA7L5EUF8C', 'cid': '002206232016338403'}
{'cname': '北京丰旭方建设工程有限公司', 'corcode': '91110114MA7LYUBA8U', 'cid': '002206232016338404'}
{'cname': '北京嘉元时创建筑劳务有限公司', 'corcode': '91110116MA7LKCF06D', 'cid': '002206172012335299'}
{'cname': '北京泰达天成建筑工程有限公司', 'corcode': '91110116MA7LR7T42X', 'cid': '002206172012335301'}
{'cname': '中恒锦益（北京）建设有限公司', 'corcode': '91110109MA7GYCQP2J', 'cid': '002206172012335316'}
{'cname': '北京中益欣悦建设有限公司', 'corcode': '91110109MA7K639C45', 'cid': '002206172012335318'}
{'cname': '中晟恒宸（北京）建筑有限公司', 'corcode': '91110109MA7JDTH721', 'cid': '002206292016341950'}
{'cname': '北京中福昱安建设有限公司', 'corcode': '91110109MA7JE2586L', 'cid': '002206172012335317'}
{'cname': '北京云上匠人工程技术服务有限公司', 'corcode': '91110109MA7L3JC03E', 'cid': '002205312010326514'}
{'cname': '北京景州建设有限公司', 'corcode': '91110117MA7DL7GFXR', 'cid': '002206292016341957'}
{'cname': '北京创信优迈电子科技有限公司', 'corcode': '91110106675731354Y', 'cid': '002205312010326515'}
{'cname': '北京万澄文化传媒有限公司', 'corcode': '91110105MA0019KL6T', 'cid': '002205182016319111'}
{'cname': '中合瑞华（北京）建设有限公司', 'corcode': '91110117MA7FEK5J15', 'cid': '002205182016319112'}
{'cname': '中合国裕（北京）建设有限公司', 'corcode': '91110117MA7H38G99K', 'cid': '002205182016319113'}
{'cname': '中胜中安（北京）建设有限公司', 'corcode': '91110109MA7HR8Y358', 'cid': '002206162012334631'}
{'cname': '北京电建设备安装公司', 'corcode': '911101051016074180', 'cid': '002105291239456017'}
{'cname': '北京华鑫光洁净化科技有限公司', 'corcode': '91110115569507383A', 'cid': '002105291239456018'}
{'cname': '北京金田伟业装饰有限公司', 'corcode': '91110113774096640C', 'cid': '002105291239456019'}
{'cname': '北京天海顺工程公司', 'corcode': '911101131025470748', 'cid': '002105291239455584'}
{'cname': '北京博力建筑工程有限公司', 'corcode': '91110114102692829K', 'cid': '002105291239455862'}
{'cname': '北京新粤顺装饰工程有限公司', 'corcode': '911101131025567717', 'cid': '002105291239455863'}
{'cname': '北京鸿远建设工程有限公司', 'corcode': '91110116592348587C', 'cid': '002105291239455864'}
{'cname': '北京金九阳钢结构工程有限公司', 'corcode': '911101146684342638', 'cid': '002105291239455865'}
{'cname': '北京三一兴和科技发展有限公司', 'corcode': '91110108760143266E', 'cid': '002105291239455866'}
{'cname': '北京全顺时代建筑装饰有限公司', 'corcode': '91110117061307540M', 'cid': '002105291239455867'}
{'cname': '北京精科安消防工程有限公司', 'corcode': '91110105801788424U', 'cid': '002105291239455868'}
{'cname': '北京创源市政建设工程有限公司', 'corcode': '91110115633680974C', 'cid': '002105291239455869'}
{'cname': '北京华悦嘉业建筑工程有限公司', 'corcode': '91110105793439557A', 'cid': '002105291240472139'}
{'cname': '北京劳瑞特建筑结构加固工程有限公司', 'corcode': '91110105101738610K', 'cid': '002105291240472140'}
{'cname': '北京核新伟鸿建设工程股份有限公司', 'corcode': '911101061013970514', 'cid': '002105291240472143'}
{'cname': '北京城建天诺安装工程有限公司', 'corcode': '91110102671704850T', 'cid': '002105291258788243'}
{'cname': '北京市朝阳水利工程有限公司', 'corcode': '91110105101710335T', 'cid': '002105291258788244'}
{'cname': '北京中洲永业工程有限公司', 'corcode': '911101067839982403', 'cid': '002105291258788245'}
{'cname': '北京业兴装饰工程有限公司', 'corcode': '91110105767540977Y', 'cid': '002105291258788246'}
{'cname': '华兆建筑装饰工程有限公司', 'corcode': '91110115MA01F3DK4L', 'cid': '002105291258802312'}
{'cname': '纳什柯布（北京）建筑装饰设计有限公司', 'corcode': '91110109MA01N77FX9', 'cid': '002105291258802663'}
{'cname': '北京市鑫正泰建筑幕墙工程有限公司', 'corcode': '91110112741597748P', 'cid': '002105291258788247'}
{'cname': '北京松电建设工程有限公司', 'corcode': '91110109MA01CR1B37', 'cid': '002105291258785041'}
{'cname': '北京市京跃自动门窗有限公司', 'corcode': '91110115101547494P', 'cid': '002105291258803358'}
{'cname': '北京兰奥园林绿化工程有限公司', 'corcode': '9111011575465772XA', 'cid': '002105291258803359'}
{'cname': '北京国网华峰电力工程集团有限公司', 'corcode': '91110112MA00E3TA8U', 'cid': '002105291258785739'}
{'cname': '南水工程勘察设计院有限责任公司', 'corcode': '91110105MA01ALLB3M', 'cid': '002105291258786093'}
{'cname': '北京鑫源浩建筑工程有限公司', 'corcode': '91110109MA01LXBE7A', 'cid': '002105291258781904'}
